0,16.2759892117,28.247004152
1,15.6454688666,27.9925008181
2,19.7502971008,29.3511544359
3,22.1951066017,30.1567861621
4,24.4878656951,31.5170472687
5,25.2886181989,32.3872619258
6,28.1548713717,31.709675566
7,28.4471606682,32.0125751376
8,25.7617527568,31.3547712575
9,28.3163996672,31.3640895733
10,36.5467208357,30.9558720141
11,31.7215612304,31.5966909729
12,33.9780358933,32.6226149363
13,33.3538885665,30.305474567
14,40.173389437,31.5295478448
15,40.6558328497,30.0935440843
16,35.4812404035,30.7043290694
17,41.8576780155,31.7681745271
18,43.2473533798,29.3411684375
19,44.9374769166,28.4395150718
20,37.0703145088,30.790837409
21,42.165196118,30.0404740238
22,39.1676711758,29.6750012283
23,38.6728574192,30.5284635612
24,42.853374136,28.2422693689
25,42.3248061669,30.7436950982
26,44.3565384733,28.1144214434
27,45.7988348259,29.5367577698
28,48.0704198104,27.7896667958
29,49.9289794422,26.8660750721
30,45.7372392095,28.7624885161
31,49.9434890185,27.3853928275
32,46.7525633585,26.6931574884
33,51.2973495841,25.9982650692
34,45.1467427962,28.1504149693
35,49.8044033738,27.0233229334
36,45.4571483846,28.281331214
37,50.8206616367,24.6743321259
38,47.5608638544,28.4416393683
39,48.1633931026,27.1307158048
40,48.4372218998,27.0065020117
41,50.512148829,25.9688111564
42,49.2225128325,27.0784883712
43,51.679189346,25.8509974985
44,53.2319597601,24.4034148265
45,48.9033814949,26.2632302441
46,50.648094409,26.3574901097
47,51.390281222,27.0938960553
48,54.0397715124,24.278319028
49,50.7998868997,25.8205889253
50,51.7647514026,26.3260442086
51,52.8274066289,24.649832111
52,52.7636924581,25.6013266108
53,50.502737212,26.1959046399
54,50.305643283,25.9515090747
55,48.7348403193,25.713214321
56,53.1294865137,24.8196391207
57,52.4960340491,24.4248531069
58,52.369374598,24.8973234162
59,52.7636924581,24.8524086661
60,51.2269297736,25.1261556552
61,51.4876134038,26.3119518703
62,52.0139291933,25.0288808136
63,52.1617334107,26.1769135606
64,54.2534339331,24.3401079349
65,53.0671309731,24.7028345311
66,51.745854967,24.7560361497
67,51.7882072438,25.0098541516
68,52.2251886245,24.5984131901
69,53.0737391942,24.9972733005
70,52.0317276069,23.0719666996
71,52.6621254238,23.7542148964
72,52.6337782937,24.8929820175
73,50.1827422315,25.6809028814
74,52.538595473,23.4025375161
75,52.1591818168,24.7388302339
76,51.2363686349,24.9352840141
77,51.0566840782,24.9568829767
78,49.9215698577,24.7008472433
79,51.9921256137,23.6591439644
80,52.3993035403,23.7534725001
81,50.8400077384,25.1772567133
82,49.7573998839,24.2946509454
83,50.8117519725,24.2439304314
84,51.1340081857,25.0429012994
85,52.0878908285,24.5553051415
86,50.8026086691,24.1162444292
87,51.4799767847,25.1989966266
88,52.5834392471,25.1129718664
89,53.1833660819,25.1772250497
90,53.6833090327,25.410367995
91,52.1537873533,25.550488007
92,52.4553034271,24.9842362562
93,50.3234573843,26.4285307668
94,52.0658872951,25.529244486
95,53.5647390914,26.3369208902
96,54.6989184905,26.300265527
97,55.6517701683,27.837266225
98,55.1218804411,26.9666969428
99,53.1497388276,26.9002465547
100,52.1085316309,25.8336197167
