0,211384.535714,13034.1646247
1,209494.642857,6517.31699406
2,209530.25,6478.50064568
3,209589.428571,6455.74718719
4,209703.034483,6486.51791973
5,209453.214286,6535.56572782
6,212566.965517,17386.7663835
7,209546.142857,6481.92736281
8,209498.222222,6580.9158393
9,209510.535714,6517.6249261
10,209522.071429,6610.01767843
11,209672.0,6522.61581227
12,209527.714286,6637.63626095
13,212676.37931,18948.1288375
14,212935.827586,17978.6600668
15,209235.074074,6294.12537345
16,212733.37931,17983.8684082
17,213140.551724,19228.4828289
18,209676.964286,6399.35773832
19,212692.448276,18305.9195996
20,212901.689655,18780.3920383
21,213020.466667,17733.2724762
22,209419.703704,6519.46680287
23,209670.642857,6444.59237442
24,209915.481481,6928.5658415
25,213509.392857,19378.3059306
26,209858.448276,6228.38314983
27,213174.0,18980.6313256
28,209841.964286,6097.13505604
29,209970.666667,6270.77241388
30,213019.392857,19068.5591529
31,212806.035714,19264.6634105
32,213179.392857,19149.9022346
33,212779.857143,18960.1645293
34,213236.689655,19026.9426415
35,213097.965517,18027.8412261
36,216519.966667,25854.2479314
37,213107.413793,19660.9979164
38,213000.035714,19500.9574737
39,216287.827586,24894.5224332
40,213799.62069,19130.3097969
41,210359.586207,6297.93906913
42,210365.892857,6064.2259625
43,209866.0,6143.59454461
44,210353.892857,6656.22399573
45,209429.62963,6012.4745146
46,214060.37931,19679.4077364
47,213634.035714,19886.0337719
48,210516.037037,6261.48205437
49,210433.892857,6552.80514272
50,209981.0,6132.0386979
51,210422.75,6189.31482837
52,214903.481481,18998.2843385
53,210804.84,6911.23962068
54,210680.296296,5921.19457301
55,210914.851852,6429.36745177
56,211131.678571,6807.03055175
57,210742.407407,5722.51585606
58,210933.961538,6500.58057455
59,211086.0,6519.96694493
60,214795.310345,18963.0377661
61,211354.407407,6567.0709422
62,211516.111111,6128.05976988
63,210902.074074,6206.06906615
64,211742.0,6262.78689676
65,211871.923077,6371.47502499
66,212452.75,6558.03997627
67,212303.068966,6645.19321185
68,211919.461538,6106.53845185
69,212236.346154,6813.68189715
70,212003.740741,5920.69236812
71,213271.071429,6445.62153674
72,213046.571429,6511.83165163
73,213947.962963,6207.38719103
74,213400.730769,6172.95027057
75,214164.72,6050.82466128
76,214267.428571,6597.64419227
77,214795.222222,5948.80624398
78,214799.851852,5557.80847233
79,218400.730769,13108.1170348
80,215525.875,6171.15167745
81,218429.24,10651.4951787
82,218596.84,11605.2397879
83,219275.041667,8565.88578062
84,221309.769231,15822.9232306
85,227486.291667,23980.3690469
86,224305.461538,20480.8555433
87,225549.153846,21654.782232
88,228761.296296,26262.7234248
89,226116.32,22640.6230616
90,229343.434783,26284.3307494
91,237369.391304,32672.0205917
92,229840.26087,24486.6835847
93,231851.48,26034.8816646
94,234362.545455,29317.6940767
95,227801.0,16324.2485
96,230409.166667,17923.7569761
97,239702.578947,19273.3733652
98,268304.411765,29845.5658487
99,306665.142857,5922.57432996
100,0,0
