0,216091
1,215867
2,215867
3,216205
4,215187
5,216337
6,216147
7,216020
8,216091
9,215736
10,216146
11,216091
12,216205
13,216091
14,216421
15,216001
16,215486
17,216359
18,216147
19,216091
20,216123
21,215867
22,216359
23,216205
24,216205
25,216359
26,216091
27,216337
28,216205
29,216468
30,216496
31,216755
32,216147
33,216147
34,216001
35,216091
36,216633
37,216421
38,217051
39,216633
40,216796
41,216712
42,217208
43,217051
44,216796
45,216249
46,217208
47,218886
48,216468
49,220336
50,218611
51,218611
52,223029
53,222546
54,220994
55,219470
56,221164
57,221134
58,223715
59,224166
60,223767
61,224501
62,224093
63,226559
64,227351
65,227083
66,237012
67,227867
68,231210
69,231344
70,302888
71,302888
72,298237
